sentence,sentiment,impact,sentiments,impacts,batch,film_title,sentences_nopunc,duplicated
"*Astronomers*!"" ",Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Not applicable'],3,Seeing the Beginning of Time,astronomers,FALSE
"One doesn't identify the changes that occur in a child growing into an adult as ""evolution"". ",Neutral,Not applicable,['Negative' 'Neutral' 'Neutral'],['Shift in Knowledge' 'Not applicable' 'Not applicable'],3,Seeing the Beginning of Time,one doesnt identify the changes that occur in a child growing into an adult as evolution,FALSE
I watch this off of prime choices on Amazon Movies through my Ps4.,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Not applicable'],3,SuperTornado: Anatomy of a Megadisaster,i watch this off of prime choices on amazon movies through my ps4,FALSE
In his effort he lost his life just mere feet from the place of safety he had led others toward.,Neutral,Not applicable,['Neutral' 'Negative' 'Neutral'],['Not applicable' 'Not applicable' 'Not applicable'],3,SuperTornado: Anatomy of a Megadisaster,in his effort he lost his life just mere feet from the place of safety he had led others toward,FALSE
This was my home town.,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Not applicable'],3,SuperTornado: Anatomy of a Megadisaster,this was my home town,FALSE
Coming from the mid-west I lived with the threat every Spring.,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Interest with Science Topic'],3,SuperTornado: Anatomy of a Megadisaster,coming from the midwest i lived with the threat every spring,FALSE
" And yes, I said what I said. ",Neutral,Not applicable,['Negative' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Not applicable'],3,Space Junk,and yes i said what i said,FALSE
We were coming back from our daughter's grad when they turned the sirens off.,Neutral,Not applicable,['Positive' 'Neutral' 'Neutral'],['Interest with Science Topic' 'Not applicable' 'Not applicable'],3,SuperTornado: Anatomy of a Megadisaster,we were coming back from our daughters grad when they turned the sirens off,FALSE
"out, I say” ",Neutral,Not applicable,['Negative' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Not applicable'],3,The Jupiter Enigma,out i say”,FALSE
Wood frame houses just explode from a tornado.,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Not applicable'],3,SuperTornado: Anatomy of a Megadisaster,wood frame houses just explode from a tornado,FALSE
Here's a great example.,Neutral,Not applicable,['Negative' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Not applicable'],3,The Jupiter Enigma,heres a great example,FALSE
I would not recommend doing it now though.,Neutral,Not applicable,['Neutral' 'Negative' 'Neutral'],['Not applicable' 'Not applicable' 'Not applicable'],3,SuperTornado: Anatomy of a Megadisaster,i would not recommend doing it now though,FALSE
Inexpensive and as advertised.,Neutral,Not applicable,['Positive' 'Neutral' 'Neutral'],['Not applicable' 'Engagement with Film' 'Not applicable'],3,Space Junk,inexpensive and as advertised,FALSE
I do take with a grain of salt what is said because I know that science is now moving so fast.,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Not applicable'],3,The Jupiter Enigma,i do take with a grain of salt what is said because i know that science is now moving so fast,FALSE
(Which I did not find to be so at all),Neutral,Not applicable,['Neutral' 'Neutral' 'Positive'],['Not applicable' 'Not applicable' 'Engagement with Film'],3,Seeing the Beginning of Time,which i did not find to be so at all,FALSE
EB,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Not applicable'],3,Space Junk,eb,FALSE
The Wardenclyffe Tower wireless electricity project would have changed mankind if his idea worked as planned.,Neutral,Not applicable,['Positive' 'Neutral' 'Neutral'],['Interest with Science Topic' 'Not applicable' 'Not applicable'],3,Solar Superstorms,the wardenclyffe tower wireless electricity project would have changed mankind if his idea worked as planned,FALSE
Also a reminder that no one is really safe from storms.,Neutral,Not applicable,['Neutral' 'Negative' 'Neutral'],['Not applicable' 'Engagement with Film' 'Not applicable'],3,SuperTornado: Anatomy of a Megadisaster,also a reminder that no one is really safe from storms,FALSE
"Otherwise, I’ll just watch Twister again. ",Neutral,Not applicable,['Neutral' 'Neutral' 'Negative'],['Not applicable' 'Not applicable' 'Engagement with Film'],3,SuperTornado: Anatomy of a Megadisaster,otherwise i’ll just watch twister again,FALSE
"Many people don't understand the power of a tornado, or what it takes for these monsters to  emerge. ",Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Engagement with Film' 'Not applicable'],3,SuperTornado: Anatomy of a Megadisaster,many people dont understand the power of a tornado or what it takes for these monsters to emerge,FALSE
It was so big it just looked like a storm.,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Impersonal Report'],4,SuperTornado: Anatomy of a Megadisaster,it was so big it just looked like a storm,FALSE
eyes.,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Not applicable'],4,Seeing the Beginning of Time,eyes,FALSE
watched through prime.,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Not applicable'],4,The Jupiter Enigma,watched through prime,FALSE
Tesla already held the patent and his was upheld in 1943.,Neutral,Not applicable,['Negative' 'Neutral' 'Neutral'],['Shift in Knowledge' 'Not applicable' 'Impersonal Report'],4,Solar Superstorms,tesla already held the patent and his was upheld in 1943,FALSE
Keep looking up!,Neutral,Not applicable,['Neutral' 'Negative' 'Neutral'],['Not applicable' 'Engagement with Film' 'Not applicable'],4,Seeing the Beginning of Time,keep looking up,FALSE
" Should we eat out tonight?"" ",Neutral,Not applicable,['Neutral' 'Negative' 'Neutral'],['Not applicable' 'Engagement with Film' 'Not applicable'],4,The Jupiter Enigma,should we eat out tonight,FALSE
I still think the answer is 42.,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Impersonal Report'],4,Seeing the Beginning of Time,i still think the answer is 42,FALSE
"Gamow took the former position, Hoyle, the latter. ",Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Impersonal Report'],4,The Jupiter Enigma,gamow took the former position hoyle the latter,FALSE
I have seen several reviews for this documentary complaining about the narration.,Neutral,Not applicable,['Neutral' 'Negative' 'Neutral'],['Not applicable' 'Engagement with Film' 'Impersonal Report'],4,Seeing the Beginning of Time,i have seen several reviews for this documentary complaining about the narration,FALSE
If free electricity hadn't been scuttled by George Westinghouse everything changes.,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Impersonal Report'],4,Solar Superstorms,if free electricity hadnt been scuttled by george westinghouse everything changes,FALSE
"It's inevitable that this occurs, though. ",Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Impersonal Report'],4,The Jupiter Enigma,its inevitable that this occurs though,FALSE
"It was definitely different since the ""zombies"" were people who got their brain fried. ",Neutral,Not applicable,['Negative' 'Neutral' 'Neutral'],['Shift in Knowledge' 'Engagement with Film' 'Not applicable'],4,Solar Superstorms: Journey to the Center of the Sun,it was definitely different since the zombies were people who got their brain fried,FALSE
"I'm not sure who speaks in this one, though. ",Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Engagement with Film' 'Not applicable'],5,Seeing the Beginning of Time,im not sure who speaks in this one though,FALSE
Or that could be because I watch it right before I fall asleep and am not paying good enough attention.,Neutral,Not applicable,['Neutral' 'Neutral' 'Negative'],['Not applicable' 'Not applicable' 'Engagement with Film'],5,The Jupiter Enigma,or that could be because i watch it right before i fall asleep and am not paying good enough attention,FALSE
"Have lived in Oklahoma for a lot of my life and even used to chase storms and seen a few tornadoes, most I saw at one time was 7 in one line across a field ",Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Not applicable'],5,SuperTornado: Anatomy of a Megadisaster,have lived in oklahoma for a lot of my life and even used to chase storms and seen a few tornadoes most i saw at one time was 7 in one line across a field,FALSE
"Modern sciences are (mostly) moving at a fast pace, with advanced computing often a playing role, particularly where it's part of gathering the data as well as an analysis tool. ",Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Not applicable'],5,Seeing the Beginning of Time,modern sciences are mostly moving at a fast pace with advanced computing often a playing role particularly where its part of gathering the data as well as an analysis tool,FALSE
Living in Huntsville Al when that tornado came through Joplin.,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Not applicable'],5,SuperTornado: Anatomy of a Megadisaster,living in huntsville al when that tornado came through joplin,FALSE
" ""A cat has . . . ",Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Not applicable'],5,Seeing the Beginning of Time,a cat has,FALSE
That comes with the territory.,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Not applicable'],5,The Jupiter Enigma,that comes with the territory,FALSE
"I saw the National Center for Supercomputing Applications everywhere, and copyright owner TLP/NCSA. ",Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Impersonal Report' 'Not applicable' 'Not applicable'],5,Seeing the Beginning of Time,i saw the national center for supercomputing applications everywhere and copyright owner tlpncsa,FALSE
"And, you know... ",Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Not applicable'],5,The Jupiter Enigma,and you know,FALSE
It traveled directly over my father's ranch while we were in his storm shelter.,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Not applicable'],5,SuperTornado: Anatomy of a Megadisaster,it traveled directly over my fathers ranch while we were in his storm shelter,FALSE
Its happened before and it will happen again.,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Shift in Knowledge'],5,Solar Superstorms: Journey to the Center of the Sun,its happened before and it will happen again,FALSE
I live in the South in a high profile area or a tornado alley,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Not applicable'],5,SuperTornado: Anatomy of a Megadisaster,i live in the south in a high profile area or a tornado alley,FALSE
Only difference is I don't pay to watch those.,Neutral,Not applicable,['Neutral' 'Negative' 'Neutral'],['Not applicable' 'Engagement with Film' 'Not applicable'],5,The Jupiter Enigma,only difference is i dont pay to watch those,FALSE
"I was in this tornado which lasted almost an entire day from western Oklahoma all the way to Missouri without breaking up, only enlarging as 4 tornadoes collided and formed as one, over a mile wide. ",Neutral,Not applicable,['Neutral' 'Neutral' 'Negative'],['Not applicable' 'Not applicable' 'Not applicable'],5,SuperTornado: Anatomy of a Megadisaster,i was in this tornado which lasted almost an entire day from western oklahoma all the way to missouri without breaking up only enlarging as 4 tornadoes collided and formed as one over a mile wide,FALSE
Gift,Neutral,Not applicable,['Positive' 'Neutral' 'Neutral'],['Engagement with Film' 'Not applicable' 'Not applicable'],5,Space Junk,gift,FALSE
" Now, homes, schools, business have rebuilt, but some scars remain. ",Neutral,Not applicable,['Positive' 'Neutral' 'Negative'],['Interest with Science Topic' 'Not applicable' 'Not applicable'],5,SuperTornado: Anatomy of a Megadisaster,now homes schools business have rebuilt but some scars remain,FALSE
And the only “black hole” was the one in Calcutta.,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Impersonal Report'],5,The Jupiter Enigma,and the only “black hole” was the one in calcutta,FALSE
No one yet had “taken a giant step for humankind” by landing on the moon.,Neutral,Not applicable,['Neutral' 'Neutral' 'Negative'],['Not applicable' 'Not applicable' 'Not applicable'],5,The Jupiter Enigma,no one yet had “taken a giant step for humankind” by landing on the moon,FALSE
More scientific .,Neutral,Not applicable,['Negative' 'Neutral' 'Neutral'],['Engagement with Film' 'Impersonal Report' 'Not applicable'],5,SuperTornado: Anatomy of a Megadisaster,more scientific,FALSE
but they were all small.,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Not applicable'],5,SuperTornado: Anatomy of a Megadisaster,but they were all small,FALSE
but I am not a scientist.,Neutral,Not applicable,['Neutral' 'Neutral' 'Negative'],['Not applicable' 'Not applicable' 'Not applicable'],5,The Jupiter Enigma,but i am not a scientist,FALSE
I'm a millennial.,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Not applicable'],5,The Jupiter Enigma,im a millennial,FALSE
cheep and wanted to see how my new 3D tv worked.,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Impersonal Report' 'Not applicable' 'Not applicable'],6,Space Junk,cheep and wanted to see how my new 3d tv worked,FALSE
I don't hear them in any movies.,Neutral,Not applicable,['Neutral' 'Neutral' 'Positive'],['Impersonal Report' 'Not applicable' 'Engagement with Film'],6,SuperTornado: Anatomy of a Megadisaster,i dont hear them in any movies,FALSE
They now moved the hospital that was damaged across town.,Neutral,Not applicable,['Neutral' 'Neutral' 'Positive'],['Impersonal Report' 'Not applicable' 'Not applicable'],6,SuperTornado: Anatomy of a Megadisaster,they now moved the hospital that was damaged across town,FALSE
This has never happened before.,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Not applicable'],6,Solar Superstorms: Journey to the Center of the Sun,this has never happened before,FALSE
This is my true opinion after watching movie.,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Impersonal Report' 'Not applicable' 'Not applicable'],6,SuperTornado: Anatomy of a Megadisaster,this is my true opinion after watching movie,FALSE
"Conceptually at least, the impetus for the documentary is the knowledge that we have obtained about this planet due to the successful launch of the Juno satellite, in 2011. ",Neutral,Not applicable,['Neutral' 'Neutral' 'Positive'],['Impersonal Report' 'Not applicable' 'Not applicable'],6,The Jupiter Enigma,conceptually at least the impetus for the documentary is the knowledge that we have obtained about this planet due to the successful launch of the juno satellite in 2011,FALSE
One hail storm caused a lot of damage to my vehicle.,Neutral,Not applicable,['Neutral' 'Neutral' 'Negative'],['Impersonal Report' 'Not applicable' 'Not applicable'],6,SuperTornado: Anatomy of a Megadisaster,one hail storm caused a lot of damage to my vehicle,FALSE
7 out of 10,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Engagement with Film' 'Not applicable' 'Not applicable'],6,Space Junk,7 out of 10,FALSE
We had NO idea there was still a tornado on the ground & drove straight into it.,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Interest with Science Topic' 'Not applicable'],6,SuperTornado: Anatomy of a Megadisaster,we had no idea there was still a tornado on the ground drove straight into it,FALSE
i.e. Who cares?,Neutral,Not applicable,['Neutral' 'Negative' 'Neutral'],['Not applicable' 'Engagement with Film' 'Not applicable'],6,Seeing the Beginning of Time,ie who cares,FALSE
Still gave me chills lol.,Neutral,Not applicable,['Neutral' 'Positive' 'Negative'],['Not applicable' 'Engagement with Film' 'Not applicable'],6,SuperTornado: Anatomy of a Megadisaster,still gave me chills lol,FALSE
"Like: rocky planets are probably NOT rare....but we have not yet verified that many because K2/transit, wobble, and other methods can more easily observe that a large planet is orbiting a star versus a small one. ",Neutral,Not applicable,['Positive' 'Neutral' 'Neutral'],['Interest with Science Topic' 'Not applicable' 'Not applicable'],6,The Jupiter Enigma,like rocky planets are probably not rarebut we have not yet verified that many because k2transit wobble and other methods can more easily observe that a large planet is orbiting a star versus a small one,FALSE
Sadly Mr Tesla died months before the case was ruled on by the US Supreme Court or he would have been wealthy enough to pursue his dream of free power.,Neutral,Not applicable,['Neutral' 'Neutral' 'Negative'],['Not applicable' 'Impersonal Report' 'Not applicable'],6,Solar Superstorms,sadly mr tesla died months before the case was ruled on by the us supreme court or he would have been wealthy enough to pursue his dream of free power,FALSE
"So I watched this right after watching another documentary on the creation of Juno, the satellite, right? ",Neutral,Not applicable,['Neutral' 'Negative' 'Neutral'],['Not applicable' 'Interest with Science Topic' 'Not applicable'],6,The Jupiter Enigma,so i watched this right after watching another documentary on the creation of juno the satellite right,FALSE
"When I first commenced learning about the universe above my head, in the early ‘60’s, by reading books by George Gamow and Fred Hoyle, the question of whether or not the universe was expanding, or was in a steady state, was still not resolved. ",Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Not applicable'],6,The Jupiter Enigma,when i first commenced learning about the universe above my head in the early ‘60’s by reading books by george gamow and fred hoyle the question of whether or not the universe was expanding or was in a steady state was still not resolved,FALSE
Of a horrendous storm,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Impersonal Report' 'Not applicable' 'Not applicable'],6,SuperTornado: Anatomy of a Megadisaster,of a horrendous storm,FALSE
" We had a tornado in 82, 91 but nothing on the scale of Joplin. ",Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Interest with Science Topic' 'Shift in Knowledge'],6,SuperTornado: Anatomy of a Megadisaster,we had a tornado in 82 91 but nothing on the scale of joplin,FALSE
"CMEs, sunspots, sun-observing satellites, auroras, magnetosphere, van Allen belts ",Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Impersonal Report' 'Not applicable' 'Not applicable'],6,Solar Superstorms,cmes sunspots sunobserving satellites auroras magnetosphere van allen belts,FALSE
Ok,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Engagement with Film' 'Not applicable' 'Engagement with Film'],4,SuperTornado: Anatomy of a Megadisaster,ok,TRUE
ok,Neutral,Not applicable,['Neutral' 'Neutral' 'Positive'],['Engagement with Film' 'Not applicable' 'Not applicable'],5,The Jupiter Enigma,ok,TRUE
OK,Neutral,Not applicable,['Neutral' 'Neutral' 'Positive'],['Engagement with Film' 'Not applicable' 'Not applicable'],5,SuperTornado: Anatomy of a Megadisaster,ok,TRUE
ok,Neutral,Not applicable,['Neutral' 'Neutral' 'Positive'],['Engagement with Film' 'Not applicable' 'Not applicable'],5,SuperTornado: Anatomy of a Megadisaster,ok,TRUE
OK.,Neutral,Not applicable,['Neutral' 'Neutral' 'Positive'],['Engagement with Film' 'Not applicable' 'Not applicable'],5,SuperTornado: Anatomy of a Megadisaster,ok,TRUE
ok,Neutral,Not applicable,['Neutral' 'Neutral' 'Positive'],['Engagement with Film' 'Not applicable' 'Not applicable'],6,SuperTornado: Anatomy of a Megadisaster,ok,TRUE
Fittingly at the very end of this production you can hear my father's name read.,Positive,Not applicable,['Positive' 'Neutral' 'Positive'],['Personal Opinion' 'Not applicable' 'Impersonal Report'],1,SuperTornado: Anatomy of a Megadisaster,fittingly at the very end of this production you can hear my fathers name read,FALSE
Item as described and shipped promptly Recommend to all A+++ Thanks,Positive,Not applicable,['Positive' 'Neutral' 'Positive'],['Not applicable' 'Not applicable' 'Engagement with Film'],1,Space Junk,item as described and shipped promptly recommend to all a thanks,FALSE
" What a beautiful message the people of Joplin, and all of the others who came to help, have sent to the world! ",Positive,Not applicable,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Interest with Science Topic' 'Not applicable'],1,SuperTornado: Anatomy of a Megadisaster,what a beautiful message the people of joplin and all of the others who came to help have sent to the world,FALSE
I'm not overstating the case by writing that they have played no small part in the revolution that is well documented here.,Positive,Not applicable,['Positive' 'Negative' 'Positive'],['Interest with Science Topic' 'Not applicable' 'Not applicable'],1,Seeing the Beginning of Time,im not overstating the case by writing that they have played no small part in the revolution that is well documented here,FALSE
Utter destruction in Oklahoma City all the way to Tulsa and beyond,Positive,Not applicable,['Positive' 'Neutral' 'Positive'],['Shift in Knowledge' 'Impersonal Report' 'Interest with Science Topic'],1,SuperTornado: Anatomy of a Megadisaster,utter destruction in oklahoma city all the way to tulsa and beyond,FALSE
A very unique area in the world.,Positive,Not applicable,['Positive' 'Neutral' 'Positive'],['Interest with Science Topic' 'Not applicable' 'Not applicable'],3,SuperTornado: Anatomy of a Megadisaster,a very unique area in the world,FALSE
This is my husbands passion for he is a weather man and loved Super Tornado.,Positive,Not applicable,['Positive' 'Neutral' 'Positive'],['Engagement with Film' 'Not applicable' 'Not applicable'],3,SuperTornado: Anatomy of a Megadisaster,this is my husbands passion for he is a weather man and loved super tornado,FALSE
love it,Positive,Not applicable,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Not applicable' 'Not applicable'],3,Space Junk,love it,FALSE
"So yeah, they do things that matter, and they do them well. ",Positive,Not applicable,['Positive' 'Positive' 'Positive'],['Not applicable' 'Not applicable' 'Not applicable'],3,Seeing the Beginning of Time,so yeah they do things that matter and they do them well,FALSE
Like,Positive,Not applicable,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Not applicable' 'Not applicable'],3,Solar Superstorms: Journey to the Center of the Sun,like,FALSE
Nice Show!,Positive,Not applicable,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Not applicable' 'Not applicable'],3,Solar Superstorms: Journey to the Center of the Sun,nice show,FALSE
Sweet.,Positive,Not applicable,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Not applicable' 'Not applicable'],3,The Jupiter Enigma,sweet,FALSE
" To the people of Joplin, well done! ",Positive,Not applicable,['Positive' 'Positive' 'Positive'],['Not applicable' 'Engagement with Film' 'Not applicable'],3,SuperTornado: Anatomy of a Megadisaster,to the people of joplin well done,FALSE
I hope not!,Positive,Not applicable,['Neutral' 'Positive' 'Positive'],['Not applicable' 'Engagement with Film' 'Not applicable'],4,The Jupiter Enigma,i hope not,FALSE
Prayers and thoughts go out to those that died and to their families!!!,Positive,Not applicable,['Positive' 'Positive' 'Positive'],['Not applicable' 'Not applicable' 'Impersonal Report'],4,SuperTornado: Anatomy of a Megadisaster,prayers and thoughts go out to those that died and to their families,FALSE
Makes me happy I live in Florida after watching this movie .,Positive,Not applicable,['Positive' 'Positive' 'Positive'],['Not applicable' 'Impersonal Report' 'Engagement with Film'],4,SuperTornado: Anatomy of a Megadisaster,makes me happy i live in florida after watching this movie,FALSE
but then again I'm pretty picky with what goes in my head.,Positive,Not applicable,['Neutral' 'Positive' 'Positive'],['Not applicable' 'Not applicable' 'Interest with Science Topic'],4,Seeing the Beginning of Time,but then again im pretty picky with what goes in my head,FALSE
Thank you for providing this video.,Positive,Not applicable,['Positive' 'Positive' 'Positive'],['Not applicable' 'Impersonal Report' 'Engagement with Film'],4,SuperTornado: Anatomy of a Megadisaster,thank you for providing this video,FALSE
Kudos to Joplin for pulling together!,Positive,Not applicable,['Positive' 'Positive' 'Positive'],['Not applicable' 'Not applicable' 'Shift in Knowledge'],4,SuperTornado: Anatomy of a Megadisaster,kudos to joplin for pulling together,FALSE
With more detail!,Positive,Not applicable,['Positive' 'Positive' 'Neutral'],['Engagement with Film' 'Not applicable' 'Not applicable'],5,The Jupiter Enigma,with more detail,FALSE
"I'm not a student of astrophysics but have been fascinated by the big questions of cosmic foundation, since growing up with Carl Sagan's 'Cosmos' and other science media in the '80s. ",Positive,Not applicable,['Positive' 'Neutral' 'Positive'],['Not applicable' 'Not applicable' 'Interest with Science Topic'],5,Seeing the Beginning of Time,im not a student of astrophysics but have been fascinated by the big questions of cosmic foundation since growing up with carl sagans cosmos and other science media in the 80s,FALSE
Man to be a kid in today's day and age sure would be cool.,Positive,Not applicable,['Positive' 'Positive' 'Positive'],['Not applicable' 'Not applicable' 'Not applicable'],5,Seeing the Beginning of Time,man to be a kid in todays day and age sure would be cool,FALSE
I have been an astronomy enthusiast for 6-decades.,Positive,Not applicable,['Positive' 'Positive' 'Neutral'],['Not applicable' 'Not applicable' 'Interest with Science Topic'],5,Solar Superstorms: Journey to the Center of the Sun,i have been an astronomy enthusiast for 6decades,FALSE
Thsnk God the community csme together to rebuild and help each other.,Positive,Not applicable,['Positive' 'Positive' 'Positive'],['Not applicable' 'Not applicable' 'Impersonal Report'],5,SuperTornado: Anatomy of a Megadisaster,thsnk god the community csme together to rebuild and help each other,FALSE
alsome,Positive,Not applicable,['Positive' 'Positive' 'Neutral'],['Engagement with Film' 'Not applicable' 'Not applicable'],5,SuperTornado: Anatomy of a Megadisaster,alsome,FALSE
I just want to take this opportunity (I realize no one will probably ever read this) to thank Amazon for putting all these wonderful space documentaries up and making them available.,Positive,Not applicable,['Positive' 'Positive' 'Neutral'],['Not applicable' 'Not applicable' 'Not applicable'],5,The Jupiter Enigma,i just want to take this opportunity i realize no one will probably ever read this to thank amazon for putting all these wonderful space documentaries up and making them available,FALSE
Yes,Positive,Not applicable,['Positive' 'Positive' 'Neutral'],['Not applicable' 'Not applicable' 'Not applicable'],5,SuperTornado: Anatomy of a Megadisaster,yes,FALSE
I went to Joplin to support disaster relief.,Positive,Not applicable,['Positive' 'Neutral' 'Positive'],['Impersonal Report' 'Not applicable' 'Not applicable'],5,SuperTornado: Anatomy of a Megadisaster,i went to joplin to support disaster relief,FALSE
Education,Positive,Not applicable,['Neutral' 'Positive' 'Positive'],['Not applicable' 'Not applicable' 'Not applicable'],6,SuperTornado: Anatomy of a Megadisaster,education,FALSE
"His greatest fear in life was tornados, but yet he rose above that fear in order to give his life in an effort to save other lives. ",Positive,Not applicable,['Positive' 'Neutral' 'Negative'],['Not applicable' 'Not applicable' 'Not applicable'],6,SuperTornado: Anatomy of a Megadisaster,his greatest fear in life was tornados but yet he rose above that fear in order to give his life in an effort to save other lives,FALSE
THANK YOU AMAZON!,Positive,Not applicable,['Positive' 'Positive' 'Positive'],['Not applicable' 'Not applicable' 'Not applicable'],6,The Jupiter Enigma,thank you amazon,FALSE
FOOD FOR THOUGHT.,Positive,Not applicable,['Positive' 'Neutral' 'Positive'],['Interest with Science Topic' 'Not applicable' 'Engagement with Film'],6,Space Junk,food for thought,FALSE
" We have old books, that are outdated, yet reading them adds detail to those interested in those fields. ",Positive,Not applicable,['Positive' 'Positive' 'Neutral'],['Not applicable' 'Interest with Science Topic' 'Not applicable'],6,The Jupiter Enigma,we have old books that are outdated yet reading them adds detail to those interested in those fields,FALSE
interesting,Positive,Not applicable,['Positive' 'Positive' 'Positive'],"['Interest with Science Topic' 'Interest with Science Topic'
 'Interest with Science Topic']",1,SuperTornado: Anatomy of a Megadisaster,interesting,TRUE
interesting,Positive,Not applicable,['Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Interest with Science Topic'
 'Engagement with Film']",1,SuperTornado: Anatomy of a Megadisaster,interesting,TRUE
Interesting!,Positive,Not applicable,['Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Interest with Science Topic'
 'Interest with Science Topic']",1,SuperTornado: Anatomy of a Megadisaster,interesting,TRUE
Interesting,Positive,Not applicable,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Not applicable' 'Not applicable'],3,SuperTornado: Anatomy of a Megadisaster,interesting,TRUE
Interesting!,Positive,Not applicable,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Not applicable' 'Not applicable'],3,Solar Superstorms: Journey to the Center of the Sun,interesting,TRUE
Interesting,Positive,Not applicable,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Not applicable' 'Not applicable'],5,SuperTornado: Anatomy of a Megadisaster,interesting,TRUE
Interesting,Positive,Not applicable,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Not applicable'],5,SuperTornado: Anatomy of a Megadisaster,interesting,TRUE
Interesting,Positive,Not applicable,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Not applicable'],5,SuperTornado: Anatomy of a Megadisaster,interesting,TRUE
Interesting,Positive,Not applicable,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Not applicable' 'Not applicable'],6,SuperTornado: Anatomy of a Megadisaster,interesting,TRUE
Interesting,Positive,Not applicable,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Not applicable' 'Not applicable'],6,SuperTornado: Anatomy of a Megadisaster,interesting,TRUE
